# T        <M>         <E>           chi            C            frac_acept
  2.3000     0.60024751    -1.37817026   338.85654505    53.63136899     0.21350380
  2.3020     0.61642782    -1.38676710   343.33168542    56.34653255     0.21067701
  2.3040     0.59487134    -1.37437915   340.16689882    52.76479099     0.21504899
  2.3060     0.59093903    -1.37293532   384.52536017    55.60452345     0.21557470
  2.3080     0.54375679    -1.35455742   465.11606037    57.59629449     0.22253721
  2.3100     0.57740975    -1.36163996   370.68121842    56.48409660     0.21982651
  2.3120     0.56428335    -1.35572157   415.69139122    57.24410660     0.22209231
  2.3140     0.56488254    -1.35631035   427.18143683    58.45363925     0.22192070
  2.3160     0.57221742    -1.35558982   394.71131543    56.96804300     0.22228487
  2.3180     0.56290959    -1.35030718   410.77146897    58.30373840     0.22436666
  2.3200     0.56932590    -1.34995493   349.50606903    52.76823331     0.22457187
  2.3220     0.55638047    -1.34712708   409.46955984    55.58179101     0.22569217
  2.3240     0.52750431    -1.33191391   436.75127613    55.40578711     0.23141973
  2.3260     0.56596127    -1.34495359   387.92731624    54.65010656     0.22644100
  2.3280     0.55579855    -1.33885251   368.81103427    54.93554511     0.22892401
  2.3300     0.52018207    -1.32556255   448.14928094    55.30796058     0.23389346
  2.3320     0.54630671    -1.32975904   367.87103950    52.22251563     0.23237178
  2.3340     0.53192815    -1.32781378   430.56548240    56.81268059     0.23358192
  2.3360     0.49310335    -1.30909986   414.91832291    50.99080851     0.23995872
  2.3380     0.51201568    -1.31616125   448.02311131    56.11339123     0.23754420
  2.3400     0.54094400    -1.32679330   397.73772822    53.82580137     0.23369681
  2.3420     0.50419663    -1.30737348   407.06141968    54.54495814     0.24079868
  2.3440     0.52103759    -1.31072162   390.07203365    54.05500892     0.23995816
  2.3460     0.52489775    -1.31495071   384.64907003    52.63266890     0.23838024
  2.3480     0.49733663    -1.30355780   463.31947363    54.22685285     0.24237980
  2.3500     0.46742847    -1.28764482   429.68934923    51.11755849     0.24837402
  2.3520     0.47972895    -1.29036033   436.03030015    52.90936701     0.24761734
  2.3540     0.48202559    -1.29310176   396.28399236    50.34266661     0.24690323
  2.3560     0.45219567    -1.27887812   447.46205446    49.26875176     0.25210877
  2.3580     0.51667215    -1.30132734   362.45528326    50.54950654     0.24379803
  2.3600     0.45374223    -1.27802785   432.55169920    49.74409297     0.25273608
  2.3620     0.45224415    -1.27568030   407.74567251    48.75408971     0.25341331
  2.3640     0.45150575    -1.27695972   450.62069585    50.75203398     0.25339603
  2.3660     0.45247279    -1.27242661   440.16795421    49.08763704     0.25493971
  2.3680     0.44529087    -1.26819167   417.85536046    48.51834635     0.25661195
  2.3700     0.42295903    -1.26049440   449.89440268    50.71909493     0.25947465
  2.3720     0.42202367    -1.25407266   429.15854249    47.27921834     0.26168108
  2.3740     0.44437343    -1.26197664   405.30746331    47.54319860     0.25925152
  2.3760     0.44043631    -1.25858720   417.89433564    49.77468576     0.26038374
  2.3780     0.39366271    -1.23898918   417.86429656    45.16634893     0.26779035
  2.3800     0.42603519    -1.24993407   401.64187773    46.24211431     0.26371071
  2.3820     0.43190943    -1.25333670   394.11218228    45.91980440     0.26241616
  2.3840     0.44111231    -1.25486980   397.01383108    49.00200100     0.26244920
  2.3860     0.41486367    -1.24433446   419.79176186    47.37277390     0.26601770
  2.3880     0.39748015    -1.23451172   411.65669238    44.81731655     0.26988181
  2.3900     0.39512111    -1.23051773   387.91617696    44.92727230     0.27136733
  2.3920     0.37459311    -1.22690878   401.09273740    43.92568750     0.27274380
  2.3940     0.37738991    -1.22360420   404.32077354    43.33158613     0.27414451
  2.3960     0.37899343    -1.22290235   384.97111027    43.24632431     0.27437612
  2.3980     0.38817471    -1.22866718   416.61038502    44.80814335     0.27251451
  2.4000     0.34621359    -1.20592740   360.41480546    38.59867780     0.28090589
  2.4020     0.37615199    -1.21625794   391.50678154    43.88327018     0.27715138
  2.4040     0.38090527    -1.21985183   411.89664023    44.03081401     0.27600172
  2.4060     0.37195743    -1.21241084   349.60199370    39.55810332     0.27853665
  2.4080     0.39354031    -1.21907487   380.08395422    43.53821957     0.27618453
  2.4100     0.40319823    -1.22061086   389.92516995    44.63692330     0.27560090
  2.4120     0.37587327    -1.21523451   398.40547870    41.48959066     0.27795334
  2.4140     0.34416095    -1.19913564   344.66466648    37.74460526     0.28424101
  2.4160     0.37310303    -1.20654401   366.06163032    41.48039229     0.28120006
  2.4180     0.36055711    -1.20041350   362.65252893    40.68883060     0.28379403
  2.4200     0.35372927    -1.19897148   349.28206301    40.00397680     0.28443302
  2.4220     0.34144687    -1.19473378   364.40192218    39.12398519     0.28597926
  2.4240     0.35621423    -1.19661378   359.21662460    40.37869163     0.28518218
  2.4260     0.34194143    -1.19093503   342.61175847    38.40231128     0.28749630
  2.4280     0.35591487    -1.19053670   357.99050120    40.20132848     0.28797336
  2.4300     0.33179647    -1.18075900   360.45742174    39.75777058     0.29170219
  2.4320     0.30839743    -1.17537604   326.77019012    37.61224497     0.29392438
  2.4340     0.33366271    -1.18288293   340.25353305    38.71663012     0.29101687
  2.4360     0.34413439    -1.17699781   351.30305394    39.30558064     0.29319434
  2.4380     0.30998463    -1.17133949   310.95133145    35.37215475     0.29557822
  2.4400     0.33067647    -1.17434493   333.73869217    36.15137607     0.29457849
  2.4420     0.32947551    -1.17186246   320.64552808    36.19616120     0.29535965
  2.4440     0.30233343    -1.16464165   303.66318367    34.79266841     0.29835684
  2.4460     0.32309023    -1.17114751   322.30966846    36.43017293     0.29585071
  2.4480     0.30474207    -1.16047036   298.58786638    33.31231856     0.30000652
  2.4500     0.30202591    -1.15707237   305.03045731    34.24879694     0.30161220
  2.4520     0.31495551    -1.16311295    68.93368581     8.47464825     0.29970442
  2.4540     0.27063551    -1.14588801    57.93132859     7.56685906     0.30579140
  2.4560     0.27794175    -1.15166721    72.37061214     8.82909507     0.30380604
  2.4580     0.31613887    -1.16347520    76.23754540     8.72325464     0.29985549
  2.4600     0.29896767    -1.14456195    66.27171290     8.40243562     0.30637136
  2.4620     0.24486143    -1.13057791    56.14435832     7.20279857     0.31174203
  2.4640     0.28997567    -1.13995131    63.94353855     7.73707777     0.30824949
  2.4660     0.28475391    -1.14585220    78.07042324     8.09715901     0.30614891
  2.4680     0.31324991    -1.15097727    76.95868765     8.89617829     0.30433767
  2.4700     0.28257791    -1.13379583    63.81113662     7.73716487     0.31084553
  2.4720     0.25159871    -1.13118597    61.42675980     7.57008411     0.31180988
  2.4740     0.30485119    -1.14944262    73.70139426     7.99424402     0.30596199
  2.4760     0.28543167    -1.13564163    70.41291468     8.14623913     0.31091562
  2.4780     0.30610944    -1.13716358    70.20410809     8.17713823     0.31017916
  2.4800     0.28727871    -1.13055104    68.63140719     8.18739387     0.31233223
  2.4820     0.30693055    -1.13977730    77.19641830     8.39932288     0.30989622
  2.4840     0.31718655    -1.14133635    80.27153024     9.30832285     0.30897700
  2.4860     0.27071871    -1.12391555    65.21912734     7.36057366     0.31614291
  2.4880     0.25953215    -1.11916671    66.84069728     7.70701103     0.31739756
  2.4900     0.26084607    -1.12127228    62.97355728     7.40019207     0.31638648
  2.4920     0.24101759    -1.11326591    61.18215329     7.99506358     0.32027334
  2.4940     0.23091007    -1.10923521    57.97836071     6.91647314     0.32171618
  2.4960     0.28637567    -1.12203516    66.98406528     7.24054267     0.31656891
  2.4980     0.28666495    -1.11738622    66.11687605     7.96926671     0.31920272
  2.5000     0.25667583    -1.10925186    51.74005831     7.03741787     0.32193319
  2.5020     0.26383807    -1.10819326    57.79760990     7.87320129     0.32246929
  2.5040     0.25654783    -1.10400898    48.69762016     6.74307891     0.32454203
  2.5060     0.27929663    -1.11012738    60.81243671     7.52778300     0.32181124
  2.5080     0.23199615    -1.09711999    54.81794541     7.13709981     0.32695659
  2.5100     0.23699071    -1.10328064    61.21640848     7.55237786     0.32486817
  2.5120     0.24383551    -1.09423746    54.91035993     7.14635638     0.32849194
  2.5140     0.23337535    -1.09772283    53.65407557     7.25185880     0.32703181
  2.5160     0.20333375    -1.08075004    46.38485035     6.83928713     0.33383221
  2.5180     0.21763968    -1.08979195    51.12522378     6.77686497     0.33016843
  2.5200     0.24054143    -1.09060859    49.98868188     7.00548895     0.32971522
  2.5220     0.26354559    -1.09283714    57.01135078     6.90584704     0.32899988
  2.5240     0.22870207    -1.08895102    56.20080274     7.04572172     0.33095995
  2.5260     0.22595967    -1.09128443    51.68656572     6.79679595     0.32935515
  2.5280     0.22110015    -1.08331904    50.52192107     6.93973227     0.33300068
  2.5300     0.22868735    -1.08409601    49.09286141     6.51027095     0.33267742
  2.5320     0.21841343    -1.07870593    51.85766629     6.84542327     0.33512719
  2.5340     0.24535039    -1.08174335    54.71632375     6.99306689     0.33446753
  2.5360     0.21376063    -1.07539969    48.21958536     6.63807736     0.33632199
  2.5380     0.20766975    -1.07261435    42.25334804     6.50561254     0.33775171
  2.5400     0.23369983    -1.07704966    48.34996021     7.01652577     0.33606113
  2.5420     0.25486335    -1.07700741    57.11992787     7.13994262     0.33598688
  2.5440     0.25272383    -1.07533826    53.14483777     7.06456115     0.33733787
  2.5460     0.19219648    -1.05834754    40.82417838     5.91620947     0.34359832
  2.5480     0.21769599    -1.07127173    43.99505865     6.12982290     0.33882425
  2.5500     0.19832703    -1.05616764    34.16805408     5.99227786     0.34498324
  2.5520     0.20609023    -1.06339324    39.17998606     5.89055093     0.34168562
  2.5540     0.21941183    -1.06521090    43.77227779     6.17846645     0.34136747
  2.5560     0.20164543    -1.06071553    38.80011662     6.13001062     0.34391774
  2.5580     0.19251840    -1.05701634    43.28576304     6.37524186     0.34449706
  2.5600     0.21029759    -1.05989248    42.22956336     5.94020290     0.34403649
  2.5620     0.21749887    -1.05805829    45.35786651     5.99642047     0.34432455
  2.5640     0.20593727    -1.05797892    40.89994871     6.04443336     0.34493235
  2.5660     0.23077567    -1.05734657    44.14294900     5.99196235     0.34472751
  2.5680     0.20542015    -1.05165186    47.19990295     6.65427238     0.34718048
  2.5700     0.21790975    -1.05178623    46.75599545     6.42318091     0.34752006
  2.5720     0.22280255    -1.05821829    41.45422447     5.85874861     0.34479184
  2.5740     0.19510528    -1.03905793    34.06659230     5.59333393     0.35272207
  2.5760     0.18199552    -1.03653887    30.09105648     5.74348019     0.35355647
  2.5780     0.19689536    -1.04642175    32.82651181     5.59008966     0.35000408
  2.5800     0.20747583    -1.05073275    44.33805989     5.90940077     0.34799184
  2.5820     0.22140031    -1.04913026    43.24044133     6.53309023     0.34843033
  2.5840     0.17974720    -1.03989630    32.83451321     5.58047281     0.35258604
  2.5860     0.19036352    -1.03157764    33.46323463     5.20133930     0.35594607
  2.5880     0.20475648    -1.03891198    42.17354258     6.04608816     0.35297460
  2.5900     0.19346623    -1.03495426    33.55089263     5.66185702     0.35475767
  2.5920     0.20247744    -1.03623811    36.73700746     5.77797845     0.35491386
  2.5940     0.19205312    -1.04083454    39.57248672     6.00317017     0.35309878
  2.5960     0.18684096    -1.03380991    34.25991731     5.54920098     0.35623061
  2.5980     0.18016704    -1.02913149    33.18401064     5.78276306     0.35720904
  2.6000     0.19004799    -1.02562814    36.51002949     5.75534224     0.35885641
  2.6020     0.18879936    -1.02792064    34.92254782     5.82647629     0.35810170
  2.6040     0.19725055    -1.03051262    42.44572991     5.94540300     0.35703269
  2.6060     0.17638016    -1.02777598    34.15353167     5.69744803     0.35861284
  2.6080     0.20682560    -1.02636669    40.70427877     6.01712964     0.35859876
  2.6100     0.20486208    -1.02167038    38.19082189     5.45485677     0.36063117
  2.6120     0.20308799    -1.02581893    35.24691176     5.53899656     0.35887049
  2.6140     0.19630911    -1.02352771    30.82127259     5.73231689     0.36086737
  2.6160     0.18047808    -1.01433600    37.08245399     5.52592207     0.36432151
  2.6180     0.19161408    -1.01794175    34.93767889     5.34197731     0.36261428
  2.6200     0.19065087    -1.01903491    30.73456741     4.92480489     0.36241840
  2.6220     0.17919616    -1.00811902    32.34722959     5.02789935     0.36711278
  2.6240     0.18272320    -1.00863108    31.59323881     5.35627831     0.36694539
  2.6260     0.18718144    -1.01134975    36.00125244     5.33536656     0.36551694
  2.6280     0.18387776    -1.01075075    35.02525255     5.32027348     0.36597336
  2.6300     0.18946880    -1.00854397    35.54855619     5.60546092     0.36674759
  2.6320     0.18276800    -1.00955526    37.88801814     5.56927330     0.36606841
  2.6340     0.17657279    -1.00247296    31.79990781     5.55286635     0.36969186
  2.6360     0.18915392    -1.00400895    32.54654137     5.38918240     0.36897075
  2.6380     0.17491455    -1.00367745    29.54412475     5.17325165     0.36931098
  2.6400     0.16843840    -1.00753661    29.27388679     5.45063256     0.36788030
  2.6420     0.17584320    -0.99523071    28.54979647     5.16491022     0.37279648
  2.6440     0.18038720    -1.00225029    34.49145756     5.66368308     0.37045553
  2.6460     0.18793471    -1.00160769    35.46235160     5.68808947     0.37032335
  2.6480     0.18617087    -0.99611776    30.71046543     5.13543279     0.37256891
  2.6500     0.17100288    -0.99058432    29.79196317     5.28715332     0.37521584
  2.6520     0.17433664    -0.99486210    31.64700379     5.44828710     0.37367794
  2.6540     0.17223616    -0.99087616    24.96441099     5.10095364     0.37436671
  2.6560     0.16746624    -0.99034244    27.72862729     4.99409804     0.37556631
  2.6580     0.17038080    -0.98503295    28.91826405     4.98024233     0.37700628
  2.6600     0.16994880    -0.99099010    29.62440839     4.89986345     0.37562521
  2.6620     0.16587264    -0.98798722    29.61816310     5.06224949     0.37683761
  2.6640     0.15435840    -0.97566208    22.81386527     4.65314744     0.38103365
  2.6660     0.16869056    -0.98619392    29.66914525     5.07732336     0.37728058
  2.6680     0.16868352    -0.97692032    28.40435271     4.96384163     0.38131562
  2.6700     0.17013248    -0.98290432    27.77626992     4.94168094     0.37914943
  2.6720     0.17743039    -0.98006910    29.62886679     4.91574502     0.38031094
  2.6740     0.17228736    -0.98112129    27.49317049     4.98239558     0.38041560
  2.6760     0.17142720    -0.97633406    28.66252204     5.07860440     0.38206521
  2.6780     0.16032256    -0.97772030    24.02953884     4.77403684     0.38157776
  2.6800     0.14466368    -0.97838847    20.67811659     4.77800758     0.38121608
  2.6820     0.17869504    -0.97367680    27.67969284     4.78880525     0.38290442
  2.6840     0.18550080    -0.98314370    29.93645615     4.92145328     0.37944645
  2.6860     0.16184256    -0.97337858    27.75396667     4.94783265     0.38310606
  2.6880     0.16445632    -0.97160832    25.15596722     4.72513192     0.38468238
  2.6900     0.14645376    -0.96556413    21.64510176     4.71122416     0.38664501
  2.6920     0.16575872    -0.97316732    28.45652117     4.80159092     0.38385053
  2.6940     0.16369280    -0.96625158    25.59609122     4.85432091     0.38681304
  2.6960     0.15927744    -0.96585219    22.53556286     4.58569100     0.38686809
  2.6980     0.17304896    -0.96524798    26.84214321     4.64436467     0.38720000
  2.7000     0.15465408    -0.96317949    25.33931644     4.68513088     0.38811698
  2.7020     0.14964160    -0.96270335    21.07527997     4.80285036     0.38824181
  2.7040     0.15199744    -0.96005245    24.01985871     4.95493282     0.38994391
  2.7060     0.15108224    -0.95542783    22.64895442     4.37936383     0.39134035
  2.7080     0.15985600    -0.95715842    23.92745713     4.64915688     0.39143573
  2.7100     0.15346624    -0.95868035    23.69391205     4.63065560     0.39098508
  2.7120     0.15359232    -0.95429632    22.58098037     4.90693370     0.39255115
  2.7140     0.16213248    -0.95978365    27.46511625     4.91315021     0.39024861
  2.7160     0.15820608    -0.95633791    25.55716888     4.60521774     0.39197376
  2.7180     0.14188544    -0.95207553    20.33050469     4.63182382     0.39313591
  2.7200     0.14777088    -0.94963838    21.88840339     4.63500376     0.39428238
  2.7220     0.14935232    -0.94960385    22.22098378     4.56374788     0.39485337
  2.7240     0.14541312    -0.94774272    20.04449527     4.36692900     0.39563881
  2.7260     0.15809152    -0.95130112    26.20827799     4.68670457     0.39429358
  2.7280     0.15066112    -0.94324480    21.54072534     4.60802501     0.39729994
  2.7300     0.15962816    -0.95065475    22.91492823     4.59273739     0.39490458
  2.7320     0.14568384    -0.94301187    21.34835415     4.50890590     0.39718952
  2.7340     0.15174400    -0.94482690    22.19486921     4.43637516     0.39668542
  2.7360     0.13595648    -0.93960192    19.38325103     4.19194379     0.39846529
  2.7380     0.13866368    -0.94075136    20.00651760     4.48866829     0.39831422
  2.7400     0.15653120    -0.94209791    24.34249371     4.60229318     0.39842657
  2.7420     0.14475072    -0.93908735    21.30475419     4.37863560     0.40005825
  2.7440     0.15238656    -0.94335489    24.38507221     4.45064487     0.39839840
  2.7460     0.14202176    -0.93622654    19.50261580     4.11883995     0.40056683
  2.7480     0.12811264    -0.92929285    16.84341913     4.26186120     0.40401840
  2.7500     0.14510528    -0.93339392    21.25495795     4.37932174     0.40268438
  2.7520     0.14735872    -0.93355003    21.01620387     4.54001963     0.40316479
  2.7540     0.15490688    -0.93627007    22.31182074     4.69269432     0.40157280
  2.7560     0.13310656    -0.92434817    17.77286253     4.23153508     0.40672711
  2.7580     0.14147200    -0.93170175    20.12643829     4.27231779     0.40370890
  2.7600     0.14790976    -0.92925442    21.20071171     4.50489776     0.40441400
  2.7620     0.15037184    -0.93284222    20.78589628     4.12288313     0.40306045
  2.7640     0.16224128    -0.93296002    24.44763086     4.43938497     0.40310334
  2.7660     0.14294784    -0.92229121    20.22196905     4.30670573     0.40744373
  2.7680     0.14337664    -0.92423936    20.36647516     4.19032414     0.40731634
  2.7700     0.14836544    -0.92735872    20.87126196     4.54463867     0.40595767
  2.7720     0.14955840    -0.92994172    19.27594791     4.32128791     0.40511974
  2.7740     0.12750016    -0.91957119    16.83661909     4.10122695     0.40913463
  2.7760     0.13476928    -0.91917697    16.32885423     4.21022431     0.40940092
  2.7780     0.13573824    -0.91583742    18.13025099     4.46469626     0.41069142
  2.7800     0.12941632    -0.91470210    16.78895040     4.17333209     0.41149318
  2.7820     0.13695616    -0.91958402    18.31462746     4.28618132     0.40956703
  2.7840     0.12840576    -0.91641084    17.17464652     4.53083050     0.41106013
  2.7860     0.13310208    -0.91318144    17.38958279     4.24845599     0.41200944
  2.7880     0.14488000    -0.91674109    18.24955014     4.15247494     0.41090778
  2.7900     0.12933760    -0.90720515    16.91639849     4.38370574     0.41491946
  2.7920     0.13473920    -0.91211394    16.60854310     3.90021518     0.41308166
  2.7940     0.14269760    -0.91427841    19.02047103     4.30591362     0.41268734
  2.7960     0.13910272    -0.91000579    18.38122002     4.50080322     0.41446145
  2.7980     0.12923072    -0.90855554    15.31267494     3.93120633     0.41466981
  2.8000     0.13681984    -0.90960513    18.55950011     3.90015530     0.41450818
  2.8020     0.13599360    -0.91131135    18.86381900     4.22013105     0.41405529
  2.8040     0.13909376    -0.90835968    18.95074119     4.18987432     0.41516271
  2.8060     0.14116096    -0.90306431    16.60956580     4.10126525     0.41742557
  2.8080     0.12855808    -0.89751683    15.70770409     4.09903629     0.41994191
  2.8100     0.12510272    -0.89893121    14.64549809     4.04319769     0.41904381
  2.8120     0.13848000    -0.90051070    18.28397731     4.13409069     0.41855091
  2.8140     0.13835200    -0.90711811    17.59518190     4.13032923     0.41583613
  2.8160     0.12567488    -0.90008321    15.35924600     3.90275733     0.41977484
  2.8180     0.12813760    -0.89693951    16.09991264     4.13286921     0.42025269
  2.8200     0.13663808    -0.89898499    17.92812390     3.95671580     0.41950598
  2.8220     0.13261248    -0.89329919    17.06397621     4.18096645     0.42141868
  2.8240     0.13657856    -0.89733505    18.60692257     3.87811664     0.42025909
  2.8260     0.13055360    -0.89647872    16.89534809     3.95581254     0.42138572
  2.8280     0.13043520    -0.89666819    17.08722058     4.18672572     0.42129066
  2.8300     0.12931456    -0.89976833    17.38539525     3.98502117     0.41979916
  2.8320     0.11916864    -0.88763776    15.02155207     4.16475469     0.42485169
  2.8340     0.12766528    -0.89350655    16.06558489     3.94127946     0.42238080
  2.8360     0.13554304    -0.88527746    16.29345806     4.06839388     0.42531354
  2.8380     0.12482240    -0.88482559    15.29495593     3.77315778     0.42641424
  2.8400     0.12799232    -0.88774785    14.54263974     3.79651240     0.42492243
  2.8420     0.12914112    -0.88485507    15.81065865     3.83334332     0.42668182
  2.8440     0.12166208    -0.88960382    13.96904393     3.96101565     0.42390046
  2.8460     0.12151680    -0.88502015    14.63282910     3.76601696     0.42681368
  2.8480     0.12666752    -0.87931138    14.99919487     3.62331797     0.42837111
  2.8500     0.12396352    -0.87911295    15.03414100     3.79903835     0.42872735
  2.8520     0.13249856    -0.88394753    15.94279055     3.71567727     0.42733219
  2.8540     0.12768640    -0.87950463    15.08121027     3.84120872     0.42925161
  2.8560     0.11873152    -0.87773569    14.07529271     3.88857873     0.42988790
  2.8580     0.12171712    -0.87489919    13.35534073     3.60876437     0.43126257
  2.8600     0.12520256    -0.87525760    16.61698739     3.93232510     0.43098124
  2.8620     0.12686784    -0.87426560    16.01212831     3.96407453     0.43181532
  2.8640     0.12862144    -0.87617152    16.82047955     3.78469730     0.43062853
  2.8660     0.12622528    -0.87565439    15.52628667     3.71374984     0.43125073
  2.8680     0.12911616    -0.87334914    16.07601358     3.68010512     0.43232038
  2.8700     0.12532096    -0.87314174    13.72064450     3.63685936     0.43297011
  2.8720     0.12760448    -0.87216895    16.21245361     3.71122340     0.43326073
  2.8740     0.11636928    -0.86881793    12.83101326     3.68955561     0.43345789
  2.8760     0.12492416    -0.86994560    13.58386967     3.69547274     0.43409610
  2.8780     0.12875456    -0.87081087    16.04644842     3.79190507     0.43367458
  2.8800     0.11503424    -0.87085692    12.09432397     3.79400538     0.43343901
  2.8820     0.12134784    -0.86734720    15.24576362     3.75916594     0.43520352
  2.8840     0.12196416    -0.86282242    13.02406042     3.69668123     0.43739564
  2.8860     0.12824192    -0.86987010    15.01061631     3.77194641     0.43443601
  2.8880     0.12042304    -0.86348162    14.27101486     3.76603367     0.43735147
  2.8900     0.11227392    -0.86484861    11.39899975     3.59192387     0.43708742
  2.8920     0.12267072    -0.86421634    14.16725976     3.59476647     0.43626965
  2.8940     0.12438464    -0.87003647    14.80180324     3.70506290     0.43519584
  2.8960     0.11273920    -0.86604801    12.16855391     3.59984784     0.43548998
  2.8980     0.11650112    -0.86280957    13.60228501     3.61008593     0.43782036
  2.9000     0.11437120    -0.85957246    13.14752764     3.63629491     0.43889162
  2.9020     0.12045312    -0.86078851    13.99039597     3.81034231     0.43918288
  2.9040     0.11959232    -0.85962623    14.23099990     3.58184272     0.43940660
  2.9060     0.12437376    -0.85604864    13.88388603     3.58848631     0.44151998
  2.9080     0.12122240    -0.85623295    13.59491053     3.49363458     0.44086033
  2.9100     0.12196224    -0.85922303    13.50289689     3.47040412     0.44027590
  2.9120     0.12032448    -0.85804417    15.20417021     3.71116290     0.44092403
  2.9140     0.12227136    -0.85646210    14.68677964     3.72409546     0.44127257
  2.9160     0.12376512    -0.85220863    15.16971234     3.61600701     0.44260372
  2.9180     0.12457088    -0.85523714    14.68087770     3.48917127     0.44257620
  2.9200     0.10997760    -0.84782082    11.58605973     3.26467460     0.44511718
  2.9220     0.11289792    -0.84836734    11.16721177     3.41987702     0.44453467
  2.9240     0.11823872    -0.84698494    13.26819868     3.53768017     0.44573011
  2.9260     0.11471680    -0.84595709    12.10216564     3.37842470     0.44629246
  2.9280     0.12040320    -0.84638210    12.54394972     3.62974507     0.44640192
  2.9300     0.11393088    -0.84867201    12.50618847     3.46902662     0.44527369
  2.9320     0.11688192    -0.84203774    12.18717956     3.36858650     0.44839048
  2.9340     0.11390784    -0.84608899    12.30273320     3.51774645     0.44620316
  2.9360     0.10927616    -0.84135554    10.73967729     3.50246413     0.44820004
  2.9380     0.11653248    -0.84425469    12.38850260     3.40705492     0.44749878
  2.9400     0.11828224    -0.83871618    12.34027096     3.40011799     0.44935355
  2.9420     0.12019648    -0.84490115    13.35164084     3.43284672     0.44716335
  2.9440     0.11313536    -0.84248317    11.95136505     3.41848476     0.44867341
  2.9460     0.11880064    -0.84462337    13.13562964     3.39197701     0.44844969
  2.9480     0.11673280    -0.83915777    13.16266666     3.44974137     0.44976259
  2.9500     0.11844416    -0.83762433    12.98526020     3.43206589     0.45093243
  2.9520     0.10656320    -0.83676547    11.01458299     3.28206960     0.45167049
  2.9540     0.11215872    -0.83424767    12.75758892     3.41230196     0.45185901
  2.9560     0.11164096    -0.83459326    11.82752416     3.46651683     0.45219188
  2.9580     0.11729984    -0.83671294    12.29707390     3.36505666     0.45116703
  2.9600     0.11042752    -0.83604738    11.93928834     3.43295786     0.45138180
  2.9620     0.10806848    -0.83106815    10.99180786     3.30850069     0.45382196
  2.9640     0.11269504    -0.83345664    12.36985737     3.38625531     0.45286753
  2.9660     0.11193984    -0.83205123    11.38984817     3.41186121     0.45341452
  2.9680     0.10777152    -0.82699010    11.32125660     3.30012363     0.45543381
  2.9700     0.11259712    -0.82739202    11.87894695     3.26188697     0.45570682
  2.9720     0.11160384    -0.82904193    11.55661808     3.25947349     0.45548662
  2.9740     0.10333952    -0.82539138     9.44458312     3.29843148     0.45667373
  2.9760     0.10890304    -0.82442236    10.54887112     3.20497282     0.45703605
  2.9780     0.10895168    -0.82684288    10.24969884     3.12090271     0.45651754
  2.9800     0.10762048    -0.82315648    10.60788323     3.25701416     0.45766401
  2.9820     0.12351232    -0.82916478    13.62582616     3.37670603     0.45522064
  2.9840     0.11508608    -0.82388606    11.04509281     3.28222606     0.45802857
  2.9860     0.11651520    -0.82586877    12.00629802     3.29633750     0.45677968
  2.9880     0.10859840    -0.82458241    11.11356120     3.34272455     0.45810186
  2.9900     0.11380032    -0.82244733    12.33862331     3.28882313     0.45869110
  2.9920     0.10950400    -0.82099585    11.41718543     3.26427146     0.45930722
  2.9940     0.11244800    -0.82007678    11.88345010     3.26002991     0.46026261
  2.9960     0.10973760    -0.81540476    10.74311723     3.09216970     0.46153039
  2.9980     0.10822720    -0.82093439    11.32867396     3.26403828     0.46030262
  3.0000     0.11078336    -0.81867009    11.61251271     3.06352710     0.46084289
  3.0020     0.11188864    -0.81611008    11.86288366     3.13057617     0.46193719
  3.0040     0.10260672    -0.81412863     9.49940055     3.10821302     0.46269766
  3.0060     0.11231296    -0.81454081    11.87819981     3.24746452     0.46202296
  3.0080     0.10830208    -0.81333246    11.20101680     2.99523607     0.46318800
  3.0100     0.11036544    -0.81537538    10.50877418     3.20795637     0.46248130
  3.0120     0.10367232    -0.81190786    10.38300672     3.12882733     0.46431078
  3.0140     0.10443648    -0.81198206    10.02499679     3.09904919     0.46384669
  3.0160     0.11379136    -0.81037567    12.14685468     3.25855731     0.46438632
  3.0180     0.10694784    -0.81182082    10.11480220     3.02438183     0.46486897
  3.0200     0.11009024    -0.80928894    10.92438869     3.03343196     0.46512759
  3.0220     0.11677504    -0.81176448    11.58535089     3.16203247     0.46416995
  3.0240     0.11375552    -0.80847233    11.06207901     3.08204278     0.46519928
  3.0260     0.11126912    -0.81164670    10.69800182     3.11090804     0.46411938
  3.0280     0.10575616    -0.80224893     9.90448627     3.14089668     0.46837431
  3.0300     0.10700160    -0.80250881     9.86458840     2.95502373     0.46857211
  3.0320     0.11351296    -0.80432000    12.25600251     3.06342980     0.46833111
  3.0340     0.10987008    -0.80368384    11.15390306     3.14841952     0.46860188
  3.0360     0.09941888    -0.80257411     9.60211714     2.98863578     0.46903845
  3.0380     0.10524096    -0.80403458    10.09992996     3.04050652     0.46777996
  3.0400     0.11054208    -0.80276867    11.35561448     3.16736682     0.46840312
  3.0420     0.11480832    -0.80028672    11.59040552     3.04553601     0.46965809
  3.0440     0.10407680    -0.80191746     9.51181746     2.98005710     0.46887810
  3.0460     0.10411776    -0.80046590    10.84576069     3.05876167     0.47027774
  3.0480     0.10121280    -0.79807872     9.52203885     2.85410346     0.47100460
  3.0500     0.10338304    -0.79752829    10.09421319     3.12314896     0.47163289
