# T        <M>         <E>           chi            C            frac_acept
  2.3000     0.53205079    -1.36730201   501.61040536    46.31705274     0.21762949
  2.3020     0.57347357    -1.37859172   425.13681516    43.40650618     0.21371291
  2.3040     0.58055724    -1.37397293   348.20554543    40.69141860     0.21529076
  2.3060     0.56371167    -1.36484558   350.58366957    37.51803855     0.21866971
  2.3080     0.53159034    -1.35325917   392.93260774    40.66011807     0.22280608
  2.3100     0.48399268    -1.33680716   420.25019654    37.18145583     0.22904423
  2.3120     0.50929557    -1.34656157   472.79368073    43.24154428     0.22573590
  2.3140     0.56327346    -1.35813088   337.25151572    39.71964293     0.22113078
  2.3160     0.52975146    -1.34792468   439.71374815    42.00156414     0.22501525
  2.3180     0.52347368    -1.34304530   392.76364161    41.42193910     0.22734415
  2.3200     0.57201379    -1.35539736   276.21282872    36.08918280     0.22242745
  2.3220     0.46394368    -1.31858483   442.13628681    40.00825397     0.23599480
  2.3240     0.54230424    -1.34197911   388.29987661    40.49125071     0.22763666
  2.3260     0.50343912    -1.32820469   426.31979374    42.03752520     0.23263863
  2.3280     0.46090879    -1.31698378   431.22885296    37.72751439     0.23694729
  2.3300     0.50162190    -1.32951339   441.20333871    42.08223569     0.23257018
  2.3320     0.44975668    -1.30412579   436.72793381    39.71620690     0.24173192
  2.3340     0.47108524    -1.31342509   453.74755012    42.10351901     0.23836586
  2.3360     0.53309801    -1.33094287   357.44085325    39.13679187     0.23213055
  2.3380     0.50165123    -1.31244248   333.53542584    36.70358144     0.23901978
  2.3400     0.47559923    -1.30749717   402.27725264    38.61929906     0.24055125
  2.3420     0.46019545    -1.29843739   403.13358246    38.26311165     0.24420193
  2.3440     0.44410579    -1.28858330   398.46947326    39.10002204     0.24793729
  2.3460     0.45789467    -1.29964005   440.27375606    39.03525844     0.24387786
  2.3480     0.42280879    -1.28362405   424.19181517    35.91471956     0.24985638
  2.3500     0.42361023    -1.28001155   369.43554931    35.90631578     0.25126312
  2.3520     0.44139323    -1.28926114   431.18222459    38.10123987     0.24827169
  2.3540     0.39917401    -1.27029128   437.87370822    38.16073107     0.25501392
  2.3560     0.41818568    -1.27406598   387.24652710    33.90839017     0.25393231
  2.3580     0.37024267    -1.25884667   385.90736055    31.79312968     0.25942097
  2.3600     0.40064467    -1.26355223   384.07326769    35.91982910     0.25789428
  2.3620     0.43284023    -1.27491416   385.70925574    34.41806760     0.25383986
  2.3640     0.40986346    -1.26281606   352.04882422    32.25910131     0.25801901
  2.3660     0.44289801    -1.27239441   351.58155867    32.23538753     0.25462984
  2.3680     0.37862979    -1.25226044   359.84473755    33.03342719     0.26254518
  2.3700     0.40525434    -1.25850243   377.30242753    34.27964309     0.25982782
  2.3720     0.37396712    -1.25056887   395.88705306    32.71394368     0.26332978
  2.3740     0.41733523    -1.26045738   387.63205310    33.75421906     0.25956581
  2.3760     0.37749757    -1.24532774   365.80718555    32.55845761     0.26529765
  2.3780     0.34461078    -1.23832761   363.02515858    30.76255006     0.26804457
  2.3800     0.41062523    -1.25697088   391.86808994    34.24411613     0.26100105
  2.3820     0.38015045    -1.24225843   352.88995063    31.67516354     0.26670622
  2.3840     0.39327768    -1.24787294   383.67587292    32.16134606     0.26465468
  2.3860     0.32472312    -1.22552439   355.82761444    28.59126631     0.27300715
  2.3880     0.36040401    -1.23305310   367.89642223    31.40155783     0.27021290
  2.3900     0.38859901    -1.23917513   358.60674350    31.44536085     0.26796990
  2.3920     0.32763145    -1.22078350   360.06275299    31.51519447     0.27518493
  2.3940     0.29242034    -1.21004135   299.90946047    27.19862236     0.27938347
  2.3960     0.34522212    -1.21889244   315.83284689    27.71770351     0.27607447
  2.3980     0.33115579    -1.21702489   357.29635475    28.71062401     0.27689807
  2.4000     0.34363479    -1.21978958   332.67263399    29.64296229     0.27587046
  2.4020     0.29742078    -1.20721107   329.04807263    27.77267063     0.28071909
  2.4040     0.33038190    -1.21359911   325.15374463    28.33270589     0.27848326
  2.4060     0.31515501    -1.20429801   298.93871235    26.90284814     0.28170842
  2.4080     0.35167289    -1.21038227   276.81091306    26.32060447     0.27965076
  2.4100     0.34104379    -1.21033065   316.77006594    27.87312992     0.27978049
  2.4120     0.30856756    -1.19688288   297.80341034    25.86043495     0.28512670
  2.4140     0.29839367    -1.19068799   292.48511739    27.82437238     0.28738265
  2.4160     0.32709823    -1.20116440   316.60101591    27.42573409     0.28334011
  2.4180     0.32223690    -1.19627202   310.65197695    28.18914341     0.28526443
  2.4200     0.30750156    -1.19377179   303.58071148    26.71346833     0.28653216
  2.4220     0.31340290    -1.18829049   287.53241633    27.06073345     0.28870699
  2.4240     0.28898467    -1.17877427   251.49900666    24.72495837     0.29228500
  2.4260     0.27259734    -1.17902201   285.42394677    25.33258949     0.29218361
  2.4280     0.28804645    -1.18448426   281.77409031    26.13153166     0.29026762
  2.4300     0.27892645    -1.17366039   244.22479696    24.24324602     0.29427260
  2.4320     0.27997845    -1.17761597   276.64196825    25.91516500     0.29291748
  2.4340     0.28235112    -1.17205216   269.92581435    25.05330831     0.29531543
  2.4360     0.27468834    -1.17356977   275.04286208    25.32070406     0.29486224
  2.4380     0.27210945    -1.17107223   270.08731163    24.45325712     0.29588879
  2.4400     0.29550123    -1.17097622   271.21894297    25.64951180     0.29575973
  2.4420     0.29724645    -1.16906486   263.66850591    24.80218584     0.29656927
  2.4440     0.25607001    -1.15991825   240.01682603    23.62633212     0.30005811
  2.4460     0.26191801    -1.15470824   229.70237886    23.07419323     0.30237295
  2.4480     0.28366867    -1.16620004   274.40604485    25.01497568     0.29799229
  2.4500     0.24514734    -1.15392461   229.46263289    22.15410376     0.30267097
  2.4520     0.24651512    -1.15033688    52.59338416     5.15586376     0.30406103
  2.4540     0.27313734    -1.15904978    54.40011429     5.76531695     0.30063902
  2.4560     0.25809778    -1.16118757    68.54270335     5.76237889     0.30031917
  2.4580     0.23910312    -1.14840006    57.79379241     5.55796640     0.30511013
  2.4600     0.27497912    -1.15239650    59.94729211     5.55247277     0.30438199
  2.4620     0.30518134    -1.15665513    64.22929753     5.84325777     0.30208931
  2.4640     0.23030978    -1.13369162    49.26039854     5.25900307     0.31091240
  2.4660     0.20934756    -1.12765953    49.40872421     5.36369992     0.31329088
  2.4680     0.25796401    -1.14031639    57.69653921     5.86743980     0.30877531
  2.4700     0.20044534    -1.12837333    40.77174595     5.04851510     0.31354115
  2.4720     0.22400712    -1.13269693    57.20523393     5.88350365     0.31166233
  2.4740     0.20952534    -1.12764619    47.95759022     4.90226151     0.31428775
  2.4760     0.23336756    -1.13097244    56.89739974     5.52744550     0.31275166
  2.4780     0.23192934    -1.12914932    51.19785954     5.31157899     0.31317197
  2.4800     0.25684134    -1.13403292    54.98657556     5.84201432     0.31174657
  2.4820     0.23088623    -1.12791824    51.31454598     5.15946997     0.31463070
  2.4840     0.19575423    -1.11811735    40.05856973     4.86443184     0.31764064
  2.4860     0.20877823    -1.11433868    41.05564600     5.11349050     0.31961792
  2.4880     0.21495112    -1.11956894    42.18809418     4.56251195     0.31786379
  2.4900     0.23643645    -1.11686663    48.80284790     5.24433154     0.31842280
  2.4920     0.23383601    -1.12022311    50.13849009     5.27074929     0.31730435
  2.4940     0.24060223    -1.11854935    52.73919051     5.20539453     0.31872330
  2.4960     0.18877734    -1.09735729    36.36112008     4.56443570     0.32614678
  2.4980     0.22153912    -1.11358661    54.03838788     5.39336320     0.32013269
  2.5000     0.22546223    -1.11831204    42.68345097     5.03935897     0.31801227
  2.5020     0.20199378    -1.10486665    46.75556973     5.10538856     0.32384477
  2.5040     0.18684178    -1.09462670    33.21533473     4.87961545     0.32777044
  2.5060     0.21430889    -1.10481157    44.99886377     4.57035521     0.32351648
  2.5080     0.19535734    -1.09477513    39.22816249     4.56324457     0.32749216
  2.5100     0.24052401    -1.10524268    57.73942213     5.42359943     0.32429108
  2.5120     0.23670401    -1.10678139    48.90530439     5.07431714     0.32357338
  2.5140     0.24197778    -1.10395817    56.14273360     5.44976040     0.32478207
  2.5160     0.18984578    -1.09046308    36.03431996     4.76749481     0.33024427
  2.5180     0.23809245    -1.09929511    47.43090041     4.82092037     0.32655287
  2.5200     0.20621378    -1.08843292    42.07811814     4.94930343     0.33022827
  2.5220     0.18398400    -1.07974667    35.44296550     4.58308136     0.33473628
  2.5240     0.20060623    -1.08350310    42.07391928     4.90674150     0.33287213
  2.5260     0.17546578    -1.08137956    28.35844338     4.32588165     0.33363250
  2.5280     0.17898000    -1.08328175    36.42204001     4.46992149     0.33353760
  2.5300     0.18755867    -1.08846312    37.40538580     4.73830964     0.33099509
  2.5320     0.20369689    -1.08305871    42.27913941     4.44213627     0.33365406
  2.5340     0.16047645    -1.07170133    28.00960908     4.36260191     0.33782023
  2.5360     0.17688800    -1.07609516    35.07801772     4.66070549     0.33634727
  2.5380     0.16375378    -1.06680530    29.41408242     4.21006352     0.34000600
  2.5400     0.17554356    -1.07398136    27.51025758     4.15222319     0.33750572
  2.5420     0.17820534    -1.07301332    32.69008068     4.38328153     0.33817163
  2.5440     0.16787600    -1.06686131    29.78861613     3.95870425     0.34040430
  2.5460     0.17807112    -1.07078488    30.98632389     4.32591552     0.33865773
  2.5480     0.20924712    -1.07403379    38.99978834     4.69625143     0.33758463
  2.5500     0.17438889    -1.06507380    25.28686767     4.07898823     0.34142362
  2.5520     0.17905867    -1.06483019    35.33134553     4.66460304     0.34112845
  2.5540     0.17439245    -1.06156183    27.79221789     4.11122083     0.34262741
  2.5560     0.19040000    -1.06097780    33.85238970     3.90650777     0.34283034
  2.5580     0.21308001    -1.06843111    49.26472466     4.67270063     0.34045476
  2.5600     0.20153512    -1.06758134    40.18189078     4.74381517     0.34060657
  2.5620     0.17916178    -1.05579730    31.57762051     4.15094639     0.34548376
  2.5640     0.16679778    -1.05600087    29.83239087     4.32823018     0.34568469
  2.5660     0.19522578    -1.05596980    39.49004155     4.69312474     0.34557245
  2.5680     0.16769334    -1.05744180    30.12605676     4.22675948     0.34472050
  2.5700     0.16098356    -1.04216446    25.70042306     4.43938288     0.35124314
  2.5720     0.16152489    -1.04879289    25.55693533     4.11004747     0.34861972
  2.5740     0.17248400    -1.04678753    28.54842964     4.28005491     0.34980374
  2.5760     0.17130667    -1.04302039    30.58428456     4.01094724     0.35129604
  2.5780     0.17366178    -1.04221427    27.89618580     4.14171364     0.35173879
  2.5800     0.16176312    -1.03588358    26.91626028     3.84030399     0.35371185
  2.5820     0.15688045    -1.03767820    30.28443185     4.27553687     0.35317797
  2.5840     0.16785289    -1.03976888    31.28325555     4.52474830     0.35260897
  2.5860     0.16748134    -1.03785155    30.22509927     4.01448758     0.35392234
  2.5880     0.16185200    -1.04023734    26.74290327     4.32974350     0.35324665
  2.5900     0.14309645    -1.03045246    25.52492041     3.85270983     0.35640350
  2.5920     0.16827111    -1.03883021    29.73597242     4.05048247     0.35330733
  2.5940     0.17674756    -1.03813514    35.89445060     4.57005514     0.35393501
  2.5960     0.18732623    -1.03623116    31.37357782     4.12515279     0.35445978
  2.5980     0.16131334    -1.02962485    28.70714087     4.09005476     0.35725879
  2.6000     0.15653911    -1.02647731    23.57076475     3.80925023     0.35833122
  2.6020     0.17688534    -1.02896005    29.36572327     3.92515570     0.35749617
  2.6040     0.15756667    -1.02851198    24.97620726     3.83591813     0.35824187
  2.6060     0.15186311    -1.01686137    20.17908376     3.74536438     0.36203352
  2.6080     0.16411156    -1.02712978    24.62658513     3.82534760     0.35905292
  2.6100     0.17519645    -1.02781864    28.70038962     3.82300055     0.35886555
  2.6120     0.15102178    -1.02315198    25.18839084     4.12740663     0.36036985
  2.6140     0.17689245    -1.02806753    28.29463767     3.97868534     0.35913338
  2.6160     0.15513067    -1.01432087    20.78672861     3.62979304     0.36420195
  2.6180     0.14487689    -1.01179817    21.86561435     3.72458164     0.36506435
  2.6200     0.16724578    -1.01643115    21.97193661     3.57047344     0.36373719
  2.6220     0.14723556    -1.01120090    22.02553716     3.51562797     0.36529106
  2.6240     0.16711778    -1.01051021    28.03703443     4.02611985     0.36611033
  2.6260     0.15588400    -1.00927643    20.38858937     3.59763903     0.36679314
  2.6280     0.14550623    -1.00392356    21.63264003     3.41669424     0.36877976
  2.6300     0.14479467    -1.00479290    20.48396142     3.64094959     0.36859861
  2.6320     0.14367645    -1.00466311    19.87283815     3.79451630     0.36859883
  2.6340     0.16024800    -1.00589601    23.72612399     3.90326043     0.36827610
  2.6360     0.13499734    -1.00116269    19.55560467     3.67707683     0.37036496
  2.6380     0.14318311    -1.00615467    21.19667137     3.58684824     0.36842569
  2.6400     0.15882312    -1.00874755    25.19172325     3.78970224     0.36756040
  2.6420     0.13534311    -0.99992976    19.73094006     3.80331523     0.37106088
  2.6440     0.13895423    -0.99920356    17.80066088     3.40998675     0.37147052
  2.6460     0.14935556    -0.99147199    20.97556685     3.46708946     0.37439843
  2.6480     0.14210889    -0.99469959    20.36115329     3.71272151     0.37300260
  2.6500     0.14283867    -0.99280795    20.18654896     3.56646296     0.37458025
  2.6520     0.14834534    -0.98993154    20.72706949     3.82215306     0.37512391
  2.6540     0.12197289    -0.99120447    18.13077106     3.43458929     0.37467960
  2.6560     0.14155245    -0.99791461    21.80790301     3.62051693     0.37271432
  2.6580     0.14431867    -0.99032802    22.94761185     3.87100027     0.37590451
  2.6600     0.13728356    -0.98328800    18.87671077     3.39155451     0.37835834
  2.6620     0.15350400    -0.98702666    22.25876828     3.50201707     0.37730124
  2.6640     0.13521467    -0.98526848    17.87294260     3.37102303     0.37772710
  2.6660     0.14452134    -0.98696709    20.29418912     3.51347874     0.37760130
  2.6680     0.13275200    -0.98061867    18.65400173     3.24414653     0.37986731
  2.6700     0.14363645    -0.98550042    20.64005733     3.81926091     0.37815096
  2.6720     0.14176223    -0.97773953    20.61775706     3.23048226     0.38090952
  2.6740     0.13810667    -0.97710755    18.56635233     3.20824309     0.38111889
  2.6760     0.14097822    -0.98026221    20.53116558     3.36066271     0.38039897
  2.6780     0.14557200    -0.97943825    22.00939140     3.63543894     0.38073104
  2.6800     0.14721423    -0.98127022    21.79997154     3.44517912     0.38070903
  2.6820     0.13200489    -0.97651553    19.63726597     3.51232692     0.38195261
  2.6840     0.13468000    -0.97119292    17.42396216     3.41877173     0.38437554
  2.6860     0.14121778    -0.97125955    18.89756348     3.40359960     0.38422018
  2.6880     0.12440089    -0.97311736    17.11368893     3.41140136     0.38400813
  2.6900     0.14026845    -0.97536802    17.86646392     3.46919916     0.38330244
  2.6920     0.12829467    -0.96856443    16.21043221     3.17786579     0.38595853
  2.6940     0.12562889    -0.96506134    17.14504335     3.29437410     0.38711009
  2.6960     0.11580089    -0.96020176    13.09205520     3.21699639     0.38923674
  2.6980     0.13387467    -0.96994399    20.48105377     3.51085998     0.38591140
  2.7000     0.14047511    -0.96627291    18.82179912     3.40703140     0.38692138
  2.7020     0.13514534    -0.96059116    16.74051912     3.39520742     0.38912560
  2.7040     0.14639200    -0.96372090    20.71546549     3.30069968     0.38822209
  2.7060     0.12919956    -0.96210755    16.82954158     3.22126491     0.38936610
  2.7080     0.13204445    -0.96069776    17.47246992     3.22517049     0.38944611
  2.7100     0.14203778    -0.96130933    18.38791635     3.24436881     0.38961392
  2.7120     0.12945156    -0.95447824    16.97367316     3.28193414     0.39187971
  2.7140     0.13459867    -0.95773956    16.19397174     3.36222177     0.39099464
  2.7160     0.12787245    -0.95558754    18.11369549     3.26846446     0.39217043
  2.7180     0.13484267    -0.95666847    17.99286718     3.21914045     0.39184415
  2.7200     0.12857734    -0.94791380    16.89644167     3.09982145     0.39522282
  2.7220     0.12268267    -0.94710845    16.19832722     3.10933724     0.39619680
  2.7240     0.13497734    -0.95668444    21.68921039     3.45518278     0.39166500
  2.7260     0.12231245    -0.94801954    14.01901872     3.03956088     0.39560712
  2.7280     0.12707689    -0.94664713    15.22637638     3.39216991     0.39643973
  2.7300     0.12168711    -0.94866667    14.76493755     3.12080955     0.39553844
  2.7320     0.13303023    -0.94425068    17.38996649     3.13081919     0.39744838
  2.7340     0.12891423    -0.94461777    15.95261285     3.06216963     0.39762864
  2.7360     0.11711734    -0.93866487    14.33979746     3.02986664     0.39895824
  2.7380     0.11281645    -0.93710846    15.28378353     3.10978367     0.40006423
  2.7400     0.12962000    -0.93941864    16.64127342     3.24625442     0.39948434
  2.7420     0.12354445    -0.94346312    13.39006025     3.13308252     0.39836612
  2.7440     0.12335423    -0.93980619    14.54238154     3.21267788     0.39955391
  2.7460     0.11772134    -0.93833689    14.33410838     3.00490761     0.40006779
  2.7480     0.11629911    -0.93349157    13.78198128     3.13160635     0.40249361
  2.7500     0.11917645    -0.93713157    15.51591381     3.10235339     0.40066391
  2.7520     0.12274978    -0.93562042    16.61823035     3.11221882     0.40156520
  2.7540     0.13584267    -0.93638669    16.79408581     3.10719019     0.40131071
  2.7560     0.12213689    -0.93133686    16.63218328     3.15309722     0.40345780
  2.7580     0.12044934    -0.93088355    14.55724876     3.08147690     0.40403303
  2.7600     0.11796800    -0.93034931    14.64771284     2.98596730     0.40433865
  2.7620     0.12674845    -0.92957064    14.42497914     3.00536295     0.40436376
  2.7640     0.11464845    -0.93180445    13.98359729     3.02745807     0.40385077
  2.7660     0.12172311    -0.92601512    14.88667947     2.98019938     0.40624014
  2.7680     0.11359511    -0.92639556    12.54984046     2.95627824     0.40601187
  2.7700     0.11838400    -0.92522753    14.33272529     2.97223511     0.40654953
  2.7720     0.12624445    -0.92081780    14.13516549     2.91348706     0.40889622
  2.7740     0.12154311    -0.92119289    13.62538540     2.96630394     0.40871708
  2.7760     0.11792134    -0.92131821    13.75480230     3.09465456     0.40846525
  2.7780     0.11705689    -0.91935198    12.11351758     3.05681026     0.40973639
  2.7800     0.11927334    -0.92253780    15.34661029     2.96128761     0.40815430
  2.7820     0.12805467    -0.92339822    16.57995478     2.83079588     0.40818630
  2.7840     0.11677956    -0.91783554    14.33770707     2.90793159     0.41039319
  2.7860     0.12038178    -0.91826755    14.44525515     3.02851960     0.40989642
  2.7880     0.11055200    -0.91418403    11.92847725     2.94731181     0.41150297
  2.7900     0.11021734    -0.91212447    11.22185957     2.79148860     0.41296882
  2.7920     0.11485645    -0.91236269    11.78198809     2.78107198     0.41239603
  2.7940     0.11453645    -0.91242400    12.67000921     3.00007934     0.41312996
  2.7960     0.11704978    -0.91248532    13.60363104     2.83055071     0.41292547
  2.7980     0.12020667    -0.91127378    13.53571698     2.80591863     0.41388967
  2.8000     0.11253867    -0.90925779    12.98798849     2.87846321     0.41404459
  2.8020     0.11285022    -0.90663465    11.45970720     2.93627537     0.41565646
  2.8040     0.11391378    -0.90689156    12.17145717     2.95213177     0.41583006
  2.8060     0.11700445    -0.90819825    13.79312057     2.73588469     0.41572603
  2.8080     0.10667600    -0.90633780    11.53357348     3.02014677     0.41621435
  2.8100     0.10961334    -0.90080446    11.91612086     2.84751006     0.41892579
  2.8120     0.11203600    -0.90137868    11.38209288     2.80668877     0.41798204
  2.8140     0.11513823    -0.90145333    12.73999772     2.83196832     0.41861572
  2.8160     0.11195423    -0.89856889    11.87524143     2.74840978     0.41948145
  2.8180     0.11334356    -0.89563999    11.65299066     2.82664334     0.42059078
  2.8200     0.10726845    -0.89626043    10.76121946     2.83497799     0.42076971
  2.8220     0.11235111    -0.89766491    12.40474393     2.81954282     0.42005868
  2.8240     0.10423645    -0.89504887    10.68464004     2.70255047     0.42146496
  2.8260     0.10679422    -0.89084623    10.99687936     2.79225684     0.42312551
  2.8280     0.10511067    -0.89219999    10.64882954     2.73702289     0.42297615
  2.8300     0.11100134    -0.89417690    13.37754063     2.87172804     0.42197084
  2.8320     0.10217067    -0.89220179    11.21824305     2.66430475     0.42284946
  2.8340     0.11080934    -0.88778669    11.38387899     2.65635286     0.42501122
  2.8360     0.11009600    -0.88613690    11.28713223     2.72868033     0.42567269
  2.8380     0.10573334    -0.88940980    11.78638897     2.81981671     0.42404681
  2.8400     0.09958178    -0.88512980     9.99147818     2.70683889     0.42595741
  2.8420     0.09878711    -0.88605154     9.46574755     2.85247749     0.42583828
  2.8440     0.10891734    -0.88568180    12.35953321     2.61880887     0.42600520
  2.8460     0.10023334    -0.87960001     9.64792168     2.67581994     0.42839301
  2.8480     0.10515600    -0.88344087    10.63130911     2.73048473     0.42787691
  2.8500     0.11207556    -0.88230133    11.69586872     2.53702601     0.42785379
  2.8520     0.10064222    -0.88263199    10.58503637     2.73406599     0.42821853
  2.8540     0.10084623    -0.87851109     9.90249692     2.67879970     0.42928941
  2.8560     0.10114134    -0.88066666    10.22562488     2.73373273     0.42862239
  2.8580     0.10627289    -0.87785514    11.25681238     2.54788708     0.42976884
  2.8600     0.10819067    -0.87816980    10.97505422     2.64360427     0.43004601
  2.8620     0.09787511    -0.87613776     9.00224284     2.57139491     0.43082483
  2.8640     0.10336756    -0.87646402    10.25064112     2.69225053     0.43044920
  2.8660     0.10559245    -0.87423465    11.24324117     2.58670021     0.43137472
  2.8680     0.10149422    -0.87557689    10.37938771     2.63239022     0.43066547
  2.8700     0.10776489    -0.87583022    11.34593994     2.69400784     0.43102776
  2.8720     0.09853245    -0.87035198     8.72028901     2.67075538     0.43394635
  2.8740     0.10940978    -0.87098932    11.23162734     2.58048785     0.43277833
  2.8760     0.10656267    -0.87007380    11.46419140     2.59093405     0.43355427
  2.8780     0.10226400    -0.86920089    10.63105442     2.45454246     0.43363139
  2.8800     0.09523156    -0.86658136     9.21267026     2.51184342     0.43495010
  2.8820     0.10430445    -0.86910490    10.81923219     2.56650263     0.43437688
  2.8840     0.10521778    -0.86964002    10.97130863     2.46125225     0.43448223
  2.8860     0.10850134    -0.86659644    10.49781568     2.42903693     0.43605877
  2.8880     0.10588267    -0.86911202    10.79049592     2.68447326     0.43527550
  2.8900     0.09421289    -0.86215911     8.79752136     2.53904226     0.43770354
  2.8920     0.09753956    -0.85909069     9.15414296     2.47357159     0.43910515
  2.8940     0.10476045    -0.86293775     9.87850174     2.45288305     0.43822009
  2.8960     0.09852711    -0.86045064     8.97457558     2.38158822     0.43900736
  2.8980     0.10170800    -0.86213068     9.78566371     2.51369247     0.43775222
  2.9000     0.09915645    -0.86191287    10.05903273     2.56478718     0.43803961
  2.9020     0.10357467    -0.86142845    10.18334888     2.41893984     0.43823565
  2.9040     0.09624667    -0.85553777     7.87329087     2.44891013     0.44091952
  2.9060     0.09937022    -0.85508089     9.83012477     2.43379841     0.44162144
  2.9080     0.10362311    -0.85809156    10.50876536     2.40572210     0.44114045
  2.9100     0.09917734    -0.85755019     9.54426815     2.38799966     0.44047498
  2.9120     0.10134311    -0.85448711     9.58968337     2.38919434     0.44191172
  2.9140     0.09762089    -0.85375736     8.85633645     2.55189063     0.44215176
  2.9160     0.09742578    -0.85017422     9.37052484     2.53653743     0.44353649
  2.9180     0.09575778    -0.85053690     9.24575817     2.54157885     0.44340713
  2.9200     0.09760711    -0.84857243     9.48958350     2.36664735     0.44487409
  2.9220     0.09847867    -0.85118042     8.76167428     2.40042357     0.44393434
  2.9240     0.11458311    -0.85472802    11.30191170     2.46739434     0.44225712
  2.9260     0.09987200    -0.84682755    10.20373930     2.35620545     0.44549465
  2.9280     0.09429467    -0.84907023     8.49934422     2.45300420     0.44508479
  2.9300     0.09549778    -0.84418220     9.04104410     2.38326179     0.44699384
  2.9320     0.09619556    -0.84622400     8.47447090     2.39476802     0.44590185
  2.9340     0.09511822    -0.84471376     8.53405111     2.52473539     0.44656287
  2.9360     0.09662667    -0.84395291     9.50529592     2.41609341     0.44701118
  2.9380     0.09529867    -0.84155197     8.38868021     2.42235067     0.44823476
  2.9400     0.10016845    -0.84446576     8.88362151     2.31617847     0.44756173
  2.9420     0.09699689    -0.84095998     8.93837671     2.37889547     0.44827766
  2.9440     0.09577156    -0.84216447     9.90532376     2.44976393     0.44865595
  2.9460     0.09613289    -0.84031111     8.95629163     2.33664233     0.44894779
  2.9480     0.10081111    -0.84016447     9.21348632     2.45160693     0.44918895
  2.9500     0.09339245    -0.83600092     8.78660013     2.32982254     0.45123469
  2.9520     0.09098267    -0.83529957     8.52318124     2.34956674     0.45140984
  2.9540     0.09401067    -0.83548888     8.13052184     2.29984139     0.45177636
  2.9560     0.09501334    -0.83491375     8.92645213     2.20018259     0.45213754
  2.9580     0.09635911    -0.83830935     8.24270937     2.16546695     0.45063302
  2.9600     0.09767778    -0.83651555     8.67889777     2.35141744     0.45119446
  2.9620     0.09737822    -0.83004086     8.80888640     2.35270040     0.45358538
  2.9640     0.09208622    -0.83340714     7.99371031     2.29961162     0.45310084
  2.9660     0.09577378    -0.83226403     8.50489652     2.48160469     0.45347781
  2.9680     0.09374267    -0.82652798     8.36684481     2.43137427     0.45516881
  2.9700     0.09256134    -0.82875203     7.78996314     2.24256065     0.45481919
  2.9720     0.09330978    -0.82951557     8.25221045     2.30220323     0.45484075
  2.9740     0.09330756    -0.82891553     7.85420201     2.36984089     0.45531840
  2.9760     0.09358711    -0.82961864     8.48525236     2.31880514     0.45510347
  2.9780     0.09153511    -0.82743110     7.69073877     2.16853085     0.45604588
  2.9800     0.09940889    -0.82810492     8.19865394     2.18761163     0.45552755
  2.9820     0.09495867    -0.82215913     8.15425737     2.10673178     0.45831033
  2.9840     0.09803867    -0.82647290     8.81370478     2.41963168     0.45700362
  2.9860     0.08929378    -0.82309514     7.31163741     2.24063091     0.45797826
  2.9880     0.09614934    -0.82314046     8.84923384     2.40002884     0.45808184
  2.9900     0.08664267    -0.82094843     6.63940778     2.21988013     0.45899824
  2.9920     0.09039867    -0.82069869     8.04292219     2.20954677     0.45913716
  2.9940     0.09526400    -0.81996355     8.36589790     2.24548205     0.45964548
  2.9960     0.08810667    -0.81826755     7.65247329     2.27817934     0.46081994
  2.9980     0.08989556    -0.81873864     7.64799838     2.24918714     0.46119335
  3.0000     0.08960711    -0.81742936     7.50086761     2.26898880     0.46099487
  3.0020     0.09532045    -0.81518312     7.86494478     2.11524927     0.46188949
  3.0040     0.09064045    -0.81426313     7.42635861     2.23261832     0.46260830
  3.0060     0.08949289    -0.81476533     7.39721574     2.22306880     0.46206308
  3.0080     0.08698045    -0.81359734     7.29533594     2.13781811     0.46327643
  3.0100     0.08856578    -0.81006225     7.74523353     2.20853226     0.46428864
  3.0120     0.08584045    -0.81035735     6.58557726     2.19866332     0.46480274
  3.0140     0.08883289    -0.81426222     7.41821843     2.31072448     0.46341646
  3.0160     0.08931645    -0.80935110     7.42979409     2.24066634     0.46487231
  3.0180     0.08882934    -0.81139554     7.44498671     2.18044933     0.46447245
  3.0200     0.07849689    -0.80785067     6.04396640     2.20250365     0.46558334
  3.0220     0.09330222    -0.81029153     7.72031917     2.16391697     0.46487786
  3.0240     0.08594889    -0.80813335     7.54235269     2.33158870     0.46628103
  3.0260     0.09155467    -0.80543643     7.30817920     2.20205426     0.46766198
  3.0280     0.08995645    -0.80495464     7.49242609     2.21818021     0.46736414
  3.0300     0.08921645    -0.80472799     7.75201020     2.18398590     0.46728657
  3.0320     0.08527467    -0.80702224     6.73020062     2.15990516     0.46664555
  3.0340     0.08851156    -0.80394487     6.96126731     2.09332801     0.46815274
  3.0360     0.09027200    -0.80204446     7.35199186     2.14643665     0.46858994
  3.0380     0.09018489    -0.80354666     7.50208706     2.19340729     0.46854349
  3.0400     0.08778800    -0.80172535     7.01715700     2.20122317     0.46941922
  3.0420     0.08298400    -0.80077688     7.00497151     2.12861618     0.46993421
  3.0440     0.09173911    -0.80096979     7.26307343     2.13947838     0.46973817
  3.0460     0.08828889    -0.79844177     6.76309072     2.07943820     0.47122869
  3.0480     0.09285867    -0.80176622     8.02012556     2.08124621     0.46975662
  3.0500     0.08645467    -0.79795465     6.47554648     2.04215895     0.47129515
